开始 sweep 相场物理参数（并行=1）
Sweep: phy_weight × phy_alpha × phy_beta
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=0.5
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=0.5scale=0.5_time=20260123_095021
[Epoch 0151] beta=0.001 gamma=0.001 | Train total=0.0003 | Val total=-0.0012 | Val ctr_nll=-4.7151 | Val ctr_mse=0.040012 | Val conf=0.474
[Epoch 0152] beta=0.001 gamma=0.001 | Train total=-0.0000 | Val total=-0.0027 | Val ctr_nll=-6.0721 | Val ctr_mse=0.037871 | Val conf=0.448
[Epoch 0153] beta=0.001 gamma=0.001 | Train total=-0.0006 | Val total=-0.0017 | Val ctr_nll=-5.1275 | Val ctr_mse=0.040842 | Val conf=0.434
[Epoch 0154] beta=0.001 gamma=0.001 | Train total=-0.0004 | Val total=-0.0018 | Val ctr_nll=-5.0439 | Val ctr_mse=0.041215 | Val conf=0.462
[Epoch 0155] beta=0.001 gamma=0.001 | Train total=-0.0002 | Val total=-0.0009 | Val ctr_nll=-4.5010 | Val ctr_mse=0.041142 | Val conf=0.499
[Epoch 0156] beta=0.001 gamma=0.001 | Train total=0.0001 | Val total=-0.0016 | Val ctr_nll=-4.7692 | Val ctr_mse=0.039866 | Val conf=0.443
[Epoch 0157] beta=0.001 gamma=0.001 | Train total=0.0004 | Val total=0.0010 | Val ctr_nll=-2.9567 | Val ctr_mse=0.045420 | Val conf=0.475
[Epoch 0158] beta=0.001 gamma=0.001 | Train total=0.0019 | Val total=-0.0003 | Val ctr_nll=-3.7971 | Val ctr_mse=0.044386 | Val conf=0.414
[Epoch 0159] beta=0.001 gamma=0.001 | Train total=0.0003 | Val total=-0.0011 | Val ctr_nll=-4.5184 | Val ctr_mse=0.041464 | Val conf=0.460
[Epoch 0160] beta=0.001 gamma=0.001 | Train total=-0.0004 | Val total=0.0002 | Val ctr_nll=-4.0909 | Val ctr_mse=0.045663 | Val conf=0.453
[Epoch 0161] beta=0.001 gamma=0.001 | Train total=0.0001 | Val total=0.0003 | Val ctr_nll=-3.2373 | Val ctr_mse=0.042968 | Val conf=0.467
[Epoch 0162] beta=0.001 gamma=0.001 | Train total=-0.0005 | Val total=-0.0027 | Val ctr_nll=-6.0654 | Val ctr_mse=0.037587 | Val conf=0.454
[Epoch 0163] beta=0.001 gamma=0.001 | Train total=-0.0011 | Val total=-0.0020 | Val ctr_nll=-5.6245 | Val ctr_mse=0.039140 | Val conf=0.439
[Epoch 0164] beta=0.001 gamma=0.001 | Train total=-0.0009 | Val total=-0.0009 | Val ctr_nll=-4.1153 | Val ctr_mse=0.043835 | Val conf=0.436
[Epoch 0165] beta=0.001 gamma=0.001 | Train total=-0.0000 | Val total=-0.0024 | Val ctr_nll=-5.8072 | Val ctr_mse=0.040002 | Val conf=0.462
[Epoch 0166] beta=0.001 gamma=0.001 | Train total=-0.0009 | Val total=-0.0027 | Val ctr_nll=-6.0645 | Val ctr_mse=0.038119 | Val conf=0.431
[Epoch 0167] beta=0.001 gamma=0.001 | Train total=-0.0013 | Val total=-0.0036 | Val ctr_nll=-6.9478 | Val ctr_mse=0.035908 | Val conf=0.444
[Epoch 0168] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0002 | Val ctr_nll=-4.0461 | Val ctr_mse=0.041151 | Val conf=0.521
[Epoch 0169] beta=0.001 gamma=0.001 | Train total=0.0009 | Val total=0.0015 | Val ctr_nll=-2.0036 | Val ctr_mse=0.050688 | Val conf=0.453
[Epoch 0170] beta=0.001 gamma=0.001 | Train total=0.0000 | Val total=-0.0013 | Val ctr_nll=-4.6985 | Val ctr_mse=0.040093 | Val conf=0.463
[Epoch 0171] beta=0.001 gamma=0.001 | Train total=-0.0011 | Val total=-0.0023 | Val ctr_nll=-5.5356 | Val ctr_mse=0.040748 | Val conf=0.451
[Epoch 0172] beta=0.001 gamma=0.001 | Train total=-0.0014 | Val total=-0.0031 | Val ctr_nll=-6.5329 | Val ctr_mse=0.037913 | Val conf=0.435
[Epoch 0173] beta=0.001 gamma=0.001 | Train total=-0.0011 | Val total=-0.0027 | Val ctr_nll=-6.0064 | Val ctr_mse=0.038089 | Val conf=0.434
[Epoch 0174] beta=0.001 gamma=0.001 | Train total=-0.0013 | Val total=-0.0027 | Val ctr_nll=-5.9654 | Val ctr_mse=0.037571 | Val conf=0.441
[Epoch 0175] beta=0.001 gamma=0.001 | Train total=-0.0012 | Val total=-0.0030 | Val ctr_nll=-6.5102 | Val ctr_mse=0.038463 | Val conf=0.474
[Epoch 0176] beta=0.001 gamma=0.001 | Train total=-0.0004 | Val total=0.0010 | Val ctr_nll=-2.6945 | Val ctr_mse=0.046755 | Val conf=0.410
[Epoch 0177] beta=0.001 gamma=0.001 | Train total=-0.0009 | Val total=-0.0031 | Val ctr_nll=-6.6587 | Val ctr_mse=0.036752 | Val conf=0.476
[Epoch 0178] beta=0.001 gamma=0.001 | Train total=-0.0013 | Val total=-0.0031 | Val ctr_nll=-6.4141 | Val ctr_mse=0.038359 | Val conf=0.458
[Epoch 0179] beta=0.001 gamma=0.001 | Train total=-0.0015 | Val total=-0.0029 | Val ctr_nll=-6.6553 | Val ctr_mse=0.036421 | Val conf=0.452
[Epoch 0180] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0018 | Val ctr_nll=-5.4829 | Val ctr_mse=0.040116 | Val conf=0.461
[Epoch 0181] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0014 | Val ctr_nll=-5.0810 | Val ctr_mse=0.044548 | Val conf=0.448
[Epoch 0182] beta=0.001 gamma=0.001 | Train total=-0.0014 | Val total=-0.0020 | Val ctr_nll=-5.5516 | Val ctr_mse=0.041120 | Val conf=0.426
[Epoch 0183] beta=0.001 gamma=0.001 | Train total=-0.0015 | Val total=-0.0007 | Val ctr_nll=-4.2913 | Val ctr_mse=0.043561 | Val conf=0.462
[Epoch 0184] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0030 | Val ctr_nll=-6.6211 | Val ctr_mse=0.039036 | Val conf=0.427
[Epoch 0185] beta=0.001 gamma=0.001 | Train total=-0.0017 | Val total=-0.0025 | Val ctr_nll=-6.2818 | Val ctr_mse=0.039029 | Val conf=0.472
[Epoch 0186] beta=0.001 gamma=0.001 | Train total=-0.0014 | Val total=-0.0006 | Val ctr_nll=-4.6132 | Val ctr_mse=0.040513 | Val conf=0.512
[Epoch 0187] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0003 | Val ctr_nll=-3.7334 | Val ctr_mse=0.043912 | Val conf=0.441
[Epoch 0188] beta=0.001 gamma=0.001 | Train total=-0.0008 | Val total=-0.0023 | Val ctr_nll=-5.8970 | Val ctr_mse=0.038044 | Val conf=0.508
[Epoch 0189] beta=0.001 gamma=0.001 | Train total=-0.0018 | Val total=-0.0000 | Val ctr_nll=-3.2931 | Val ctr_mse=0.043608 | Val conf=0.430
[Epoch 0190] beta=0.001 gamma=0.001 | Train total=-0.0007 | Val total=-0.0015 | Val ctr_nll=-5.2844 | Val ctr_mse=0.039881 | Val conf=0.480
[Epoch 0191] beta=0.001 gamma=0.001 | Train total=-0.0018 | Val total=-0.0019 | Val ctr_nll=-5.4886 | Val ctr_mse=0.039724 | Val conf=0.464
[Epoch 0192] beta=0.001 gamma=0.001 | Train total=-0.0017 | Val total=-0.0026 | Val ctr_nll=-5.9771 | Val ctr_mse=0.038601 | Val conf=0.472
[Epoch 0193] beta=0.001 gamma=0.001 | Train total=-0.0010 | Val total=-0.0021 | Val ctr_nll=-6.4024 | Val ctr_mse=0.039052 | Val conf=0.459
[Epoch 0194] beta=0.001 gamma=0.001 | Train total=-0.0021 | Val total=-0.0038 | Val ctr_nll=-7.1054 | Val ctr_mse=0.037700 | Val conf=0.462
[Epoch 0195] beta=0.001 gamma=0.001 | Train total=-0.0024 | Val total=-0.0028 | Val ctr_nll=-6.2276 | Val ctr_mse=0.043020 | Val conf=0.449
[Epoch 0196] beta=0.001 gamma=0.001 | Train total=-0.0026 | Val total=-0.0051 | Val ctr_nll=-8.5344 | Val ctr_mse=0.033747 | Val conf=0.455
[Epoch 0197] beta=0.001 gamma=0.001 | Train total=-0.0028 | Val total=-0.0041 | Val ctr_nll=-7.6923 | Val ctr_mse=0.036963 | Val conf=0.486
[Epoch 0198] beta=0.001 gamma=0.001 | Train total=-0.0024 | Val total=-0.0041 | Val ctr_nll=-7.3807 | Val ctr_mse=0.035885 | Val conf=0.438
[Epoch 0199] beta=0.001 gamma=0.001 | Train total=-0.0027 | Val total=-0.0047 | Val ctr_nll=-8.1973 | Val ctr_mse=0.034516 | Val conf=0.472
[Epoch 0200] beta=0.001 gamma=0.001 | Train total=-0.0032 | Val total=-0.0047 | Val ctr_nll=-8.3138 | Val ctr_mse=0.035944 | Val conf=0.435
[Epoch 0201] beta=0.001 gamma=0.001 | Train total=-0.0033 | Val total=-0.0048 | Val ctr_nll=-8.3094 | Val ctr_mse=0.035704 | Val conf=0.474
[Epoch 0202] beta=0.001 gamma=0.001 | Train total=-0.0035 | Val total=-0.0050 | Val ctr_nll=-8.5088 | Val ctr_mse=0.035522 | Val conf=0.460
[Epoch 0203] beta=0.001 gamma=0.001 | Train total=-0.0033 | Val total=-0.0043 | Val ctr_nll=-7.6359 | Val ctr_mse=0.036505 | Val conf=0.441
[Epoch 0204] beta=0.001 gamma=0.001 | Train total=-0.0009 | Val total=-0.0028 | Val ctr_nll=-6.3113 | Val ctr_mse=0.037996 | Val conf=0.449
[Epoch 0205] beta=0.001 gamma=0.001 | Train total=-0.0000 | Val total=-0.0029 | Val ctr_nll=-6.5023 | Val ctr_mse=0.039932 | Val conf=0.424
[Epoch 0206] beta=0.001 gamma=0.001 | Train total=-0.0012 | Val total=0.0005 | Val ctr_nll=-3.7062 | Val ctr_mse=0.043673 | Val conf=0.455
[Epoch 0207] beta=0.001 gamma=0.001 | Train total=-0.0022 | Val total=-0.0035 | Val ctr_nll=-6.8512 | Val ctr_mse=0.038912 | Val conf=0.450
[Epoch 0208] beta=0.001 gamma=0.001 | Train total=-0.0021 | Val total=-0.0041 | Val ctr_nll=-7.6485 | Val ctr_mse=0.036421 | Val conf=0.458
[Epoch 0209] beta=0.001 gamma=0.001 | Train total=-0.0035 | Val total=-0.0044 | Val ctr_nll=-7.8995 | Val ctr_mse=0.036498 | Val conf=0.434
[Epoch 0210] beta=0.001 gamma=0.001 | Train total=-0.0034 | Val total=-0.0051 | Val ctr_nll=-8.8392 | Val ctr_mse=0.034395 | Val conf=0.461
[Epoch 0211] beta=0.001 gamma=0.001 | Train total=-0.0040 | Val total=-0.0053 | Val ctr_nll=-8.8838 | Val ctr_mse=0.034876 | Val conf=0.468
[Epoch 0212] beta=0.001 gamma=0.001 | Train total=-0.0039 | Val total=-0.0054 | Val ctr_nll=-8.7036 | Val ctr_mse=0.034879 | Val conf=0.413
[Epoch 0213] beta=0.001 gamma=0.001 | Train total=-0.0030 | Val total=-0.0039 | Val ctr_nll=-7.5798 | Val ctr_mse=0.038731 | Val conf=0.448
[Epoch 0214] beta=0.001 gamma=0.001 | Train total=-0.0031 | Val total=-0.0025 | Val ctr_nll=-5.8260 | Val ctr_mse=0.040144 | Val conf=0.440
[Epoch 0215] beta=0.001 gamma=0.001 | Train total=-0.0028 | Val total=-0.0049 | Val ctr_nll=-8.5613 | Val ctr_mse=0.035654 | Val conf=0.424
[Epoch 0216] beta=0.001 gamma=0.001 | Train total=-0.0040 | Val total=-0.0050 | Val ctr_nll=-8.5421 | Val ctr_mse=0.034406 | Val conf=0.424
[Epoch 0217] beta=0.001 gamma=0.001 | Train total=-0.0039 | Val total=-0.0056 | Val ctr_nll=-9.1403 | Val ctr_mse=0.035576 | Val conf=0.435
[Epoch 0218] beta=0.001 gamma=0.001 | Train total=-0.0028 | Val total=-0.0048 | Val ctr_nll=-8.3773 | Val ctr_mse=0.036005 | Val conf=0.407
[Epoch 0219] beta=0.001 gamma=0.001 | Train total=-0.0031 | Val total=-0.0056 | Val ctr_nll=-9.0710 | Val ctr_mse=0.034083 | Val conf=0.445
[Epoch 0220] beta=0.001 gamma=0.001 | Train total=-0.0036 | Val total=-0.0046 | Val ctr_nll=-7.9808 | Val ctr_mse=0.036124 | Val conf=0.429
[Epoch 0221] beta=0.001 gamma=0.001 | Train total=-0.0030 | Val total=-0.0055 | Val ctr_nll=-8.9630 | Val ctr_mse=0.036206 | Val conf=0.416
[Epoch 0222] beta=0.001 gamma=0.001 | Train total=-0.0035 | Val total=-0.0041 | Val ctr_nll=-7.8653 | Val ctr_mse=0.038662 | Val conf=0.426
[Epoch 0223] beta=0.001 gamma=0.001 | Train total=-0.0041 | Val total=-0.0038 | Val ctr_nll=-7.2314 | Val ctr_mse=0.037792 | Val conf=0.423
[Epoch 0224] beta=0.001 gamma=0.001 | Train total=-0.0040 | Val total=-0.0020 | Val ctr_nll=-5.9252 | Val ctr_mse=0.037621 | Val conf=0.497
[Epoch 0225] beta=0.001 gamma=0.001 | Train total=-0.0032 | Val total=-0.0057 | Val ctr_nll=-9.2310 | Val ctr_mse=0.035476 | Val conf=0.434
[Epoch 0226] beta=0.001 gamma=0.001 | Train total=-0.0044 | Val total=-0.0046 | Val ctr_nll=-8.2020 | Val ctr_mse=0.037902 | Val conf=0.427
[Epoch 0227] beta=0.001 gamma=0.001 | Train total=-0.0040 | Val total=-0.0035 | Val ctr_nll=-7.3713 | Val ctr_mse=0.038429 | Val conf=0.426
[Epoch 0228] beta=0.001 gamma=0.001 | Train total=-0.0045 | Val total=-0.0060 | Val ctr_nll=-9.8297 | Val ctr_mse=0.034478 | Val conf=0.442
[Epoch 0229] beta=0.001 gamma=0.001 | Train total=-0.0051 | Val total=-0.0062 | Val ctr_nll=-9.9267 | Val ctr_mse=0.034671 | Val conf=0.454
[Epoch 0230] beta=0.001 gamma=0.001 | Train total=-0.0042 | Val total=-0.0028 | Val ctr_nll=-6.6495 | Val ctr_mse=0.038537 | Val conf=0.431
[Epoch 0231] beta=0.001 gamma=0.001 | Train total=-0.0031 | Val total=-0.0026 | Val ctr_nll=-5.7826 | Val ctr_mse=0.041651 | Val conf=0.371
[Epoch 0232] beta=0.001 gamma=0.001 | Train total=-0.0033 | Val total=-0.0031 | Val ctr_nll=-6.8898 | Val ctr_mse=0.042158 | Val conf=0.446
[Epoch 0233] beta=0.001 gamma=0.001 | Train total=-0.0046 | Val total=-0.0056 | Val ctr_nll=-9.3124 | Val ctr_mse=0.033891 | Val conf=0.477
[Epoch 0234] beta=0.001 gamma=0.001 | Train total=-0.0051 | Val total=-0.0061 | Val ctr_nll=-9.7200 | Val ctr_mse=0.034516 | Val conf=0.439
[Epoch 0235] beta=0.001 gamma=0.001 | Train total=-0.0043 | Val total=-0.0054 | Val ctr_nll=-9.0418 | Val ctr_mse=0.036906 | Val conf=0.419
[Epoch 0236] beta=0.001 gamma=0.001 | Train total=-0.0045 | Val total=-0.0043 | Val ctr_nll=-7.9834 | Val ctr_mse=0.040004 | Val conf=0.432
[Epoch 0237] beta=0.001 gamma=0.001 | Train total=-0.0037 | Val total=-0.0022 | Val ctr_nll=-6.1707 | Val ctr_mse=0.039103 | Val conf=0.403
[Epoch 0238] beta=0.001 gamma=0.001 | Train total=-0.0034 | Val total=-0.0041 | Val ctr_nll=-7.9350 | Val ctr_mse=0.037767 | Val conf=0.454
[Epoch 0239] beta=0.001 gamma=0.001 | Train total=-0.0045 | Val total=-0.0058 | Val ctr_nll=-9.2800 | Val ctr_mse=0.038808 | Val conf=0.395
[Epoch 0240] beta=0.001 gamma=0.001 | Train total=-0.0049 | Val total=-0.0062 | Val ctr_nll=-9.9429 | Val ctr_mse=0.035718 | Val conf=0.430
[Epoch 0241] beta=0.001 gamma=0.001 | Train total=-0.0051 | Val total=-0.0044 | Val ctr_nll=-8.0385 | Val ctr_mse=0.037546 | Val conf=0.396
[Epoch 0242] beta=0.001 gamma=0.001 | Train total=-0.0048 | Val total=-0.0065 | Val ctr_nll=-10.1766 | Val ctr_mse=0.035723 | Val conf=0.427
[Epoch 0243] beta=0.001 gamma=0.001 | Train total=-0.0057 | Val total=-0.0043 | Val ctr_nll=-9.0899 | Val ctr_mse=0.036386 | Val conf=0.435
[Epoch 0244] beta=0.001 gamma=0.001 | Train total=-0.0051 | Val total=-0.0068 | Val ctr_nll=-10.2407 | Val ctr_mse=0.035046 | Val conf=0.432
[Epoch 0245] beta=0.001 gamma=0.001 | Train total=-0.0055 | Val total=-0.0072 | Val ctr_nll=-10.8414 | Val ctr_mse=0.033944 | Val conf=0.437
[Epoch 0246] beta=0.001 gamma=0.001 | Train total=-0.0058 | Val total=-0.0075 | Val ctr_nll=-10.9949 | Val ctr_mse=0.034196 | Val conf=0.431
[Epoch 0247] beta=0.001 gamma=0.001 | Train total=-0.0062 | Val total=-0.0058 | Val ctr_nll=-9.5183 | Val ctr_mse=0.034738 | Val conf=0.419
[Epoch 0248] beta=0.001 gamma=0.001 | Train total=-0.0055 | Val total=-0.0072 | Val ctr_nll=-11.2324 | Val ctr_mse=0.034069 | Val conf=0.454
[Epoch 0249] beta=0.001 gamma=0.001 | Train total=-0.0048 | Val total=-0.0030 | Val ctr_nll=-6.6465 | Val ctr_mse=0.041169 | Val conf=0.404
[Epoch 0250] beta=0.001 gamma=0.001 | Train total=-0.0040 | Val total=-0.0022 | Val ctr_nll=-5.9296 | Val ctr_mse=0.040620 | Val conf=0.413
[Epoch 0251] beta=0.001 gamma=0.001 | Train total=-0.0038 | Val total=-0.0053 | Val ctr_nll=-8.8873 | Val ctr_mse=0.037357 | Val conf=0.430
[Epoch 0252] beta=0.001 gamma=0.001 | Train total=-0.0051 | Val total=-0.0066 | Val ctr_nll=-10.2022 | Val ctr_mse=0.036370 | Val conf=0.431
[Epoch 0253] beta=0.001 gamma=0.001 | Train total=-0.0047 | Val total=-0.0025 | Val ctr_nll=-6.2485 | Val ctr_mse=0.038846 | Val conf=0.430
[Epoch 0254] beta=0.001 gamma=0.001 | Train total=-0.0039 | Val total=-0.0073 | Val ctr_nll=-10.7967 | Val ctr_mse=0.034200 | Val conf=0.438
[Epoch 0255] beta=0.001 gamma=0.001 | Train total=-0.0053 | Val total=-0.0060 | Val ctr_nll=-9.8717 | Val ctr_mse=0.035156 | Val conf=0.465
[Epoch 0256] beta=0.001 gamma=0.001 | Train total=-0.0054 | Val total=-0.0062 | Val ctr_nll=-9.8439 | Val ctr_mse=0.035776 | Val conf=0.440
[Epoch 0257] beta=0.001 gamma=0.001 | Train total=-0.0052 | Val total=-0.0055 | Val ctr_nll=-9.1056 | Val ctr_mse=0.035351 | Val conf=0.435
[Epoch 0258] beta=0.001 gamma=0.001 | Train total=-0.0043 | Val total=-0.0007 | Val ctr_nll=-4.0639 | Val ctr_mse=0.046793 | Val conf=0.380
[Epoch 0259] beta=0.001 gamma=0.001 | Train total=-0.0002 | Val total=0.0028 | Val ctr_nll=-2.2140 | Val ctr_mse=0.043363 | Val conf=0.430
[Epoch 0260] beta=0.001 gamma=0.001 | Train total=-0.0034 | Val total=0.0029 | Val ctr_nll=-1.6061 | Val ctr_mse=0.050199 | Val conf=0.442
[Epoch 0261] beta=0.001 gamma=0.001 | Train total=-0.0035 | Val total=-0.0017 | Val ctr_nll=-5.7802 | Val ctr_mse=0.038230 | Val conf=0.442
[Epoch 0262] beta=0.001 gamma=0.001 | Train total=-0.0041 | Val total=-0.0040 | Val ctr_nll=-7.8449 | Val ctr_mse=0.038171 | Val conf=0.445
[Epoch 0263] beta=0.001 gamma=0.001 | Train total=-0.0045 | Val total=-0.0060 | Val ctr_nll=-9.6485 | Val ctr_mse=0.035228 | Val conf=0.446
[Epoch 0264] beta=0.001 gamma=0.001 | Train total=-0.0056 | Val total=-0.0062 | Val ctr_nll=-9.8539 | Val ctr_mse=0.034648 | Val conf=0.448
[Epoch 0265] beta=0.001 gamma=0.001 | Train total=-0.0050 | Val total=-0.0070 | Val ctr_nll=-10.6914 | Val ctr_mse=0.035581 | Val conf=0.440
[Epoch 0266] beta=0.001 gamma=0.001 | Train total=-0.0049 | Val total=-0.0066 | Val ctr_nll=-10.3661 | Val ctr_mse=0.035588 | Val conf=0.439
[Epoch 0267] beta=0.001 gamma=0.001 | Train total=-0.0061 | Val total=-0.0074 | Val ctr_nll=-11.1216 | Val ctr_mse=0.035929 | Val conf=0.458
[Epoch 0268] beta=0.001 gamma=0.001 | Train total=-0.0065 | Val total=-0.0058 | Val ctr_nll=-9.6048 | Val ctr_mse=0.034764 | Val conf=0.456
[Epoch 0269] beta=0.001 gamma=0.001 | Train total=-0.0058 | Val total=-0.0076 | Val ctr_nll=-11.1885 | Val ctr_mse=0.034901 | Val conf=0.430
[Epoch 0270] beta=0.001 gamma=0.001 | Train total=-0.0068 | Val total=-0.0062 | Val ctr_nll=-10.1233 | Val ctr_mse=0.037409 | Val conf=0.450
[Epoch 0271] beta=0.001 gamma=0.001 | Train total=-0.0069 | Val total=-0.0087 | Val ctr_nll=-12.2186 | Val ctr_mse=0.030587 | Val conf=0.410
[Epoch 0272] beta=0.001 gamma=0.001 | Train total=-0.0072 | Val total=-0.0066 | Val ctr_nll=-10.1491 | Val ctr_mse=0.034673 | Val conf=0.419
[Epoch 0273] beta=0.001 gamma=0.001 | Train total=-0.0070 | Val total=-0.0054 | Val ctr_nll=-9.3652 | Val ctr_mse=0.035230 | Val conf=0.465
[Epoch 0274] beta=0.001 gamma=0.001 | Train total=-0.0069 | Val total=-0.0074 | Val ctr_nll=-11.0671 | Val ctr_mse=0.033692 | Val conf=0.441
[Epoch 0275] beta=0.001 gamma=0.001 | Train total=-0.0073 | Val total=-0.0085 | Val ctr_nll=-12.2868 | Val ctr_mse=0.030922 | Val conf=0.428
[Epoch 0276] beta=0.001 gamma=0.001 | Train total=-0.0064 | Val total=-0.0074 | Val ctr_nll=-11.0717 | Val ctr_mse=0.037000 | Val conf=0.443
[Epoch 0277] beta=0.001 gamma=0.001 | Train total=-0.0068 | Val total=-0.0080 | Val ctr_nll=-11.8488 | Val ctr_mse=0.032344 | Val conf=0.433
[Epoch 0278] beta=0.001 gamma=0.001 | Train total=-0.0073 | Val total=-0.0093 | Val ctr_nll=-12.9991 | Val ctr_mse=0.030766 | Val conf=0.413
[Epoch 0279] beta=0.001 gamma=0.001 | Train total=-0.0075 | Val total=-0.0094 | Val ctr_nll=-12.9250 | Val ctr_mse=0.030773 | Val conf=0.453
[Epoch 0280] beta=0.001 gamma=0.001 | Train total=-0.0070 | Val total=-0.0052 | Val ctr_nll=-9.5617 | Val ctr_mse=0.038358 | Val conf=0.418
[Epoch 0281] beta=0.001 gamma=0.001 | Train total=-0.0068 | Val total=-0.0082 | Val ctr_nll=-11.9678 | Val ctr_mse=0.031057 | Val conf=0.413
[Epoch 0282] beta=0.001 gamma=0.001 | Train total=-0.0063 | Val total=-0.0015 | Val ctr_nll=-4.8723 | Val ctr_mse=0.044287 | Val conf=0.378
[Epoch 0283] beta=0.001 gamma=0.001 | Train total=-0.0063 | Val total=-0.0068 | Val ctr_nll=-10.5508 | Val ctr_mse=0.036350 | Val conf=0.411
[Epoch 0284] beta=0.001 gamma=0.001 | Train total=-0.0060 | Val total=-0.0078 | Val ctr_nll=-11.1969 | Val ctr_mse=0.031612 | Val conf=0.401
[Epoch 0285] beta=0.001 gamma=0.001 | Train total=-0.0066 | Val total=-0.0085 | Val ctr_nll=-12.2032 | Val ctr_mse=0.033140 | Val conf=0.463
[Epoch 0286] beta=0.001 gamma=0.001 | Train total=-0.0074 | Val total=-0.0092 | Val ctr_nll=-12.7512 | Val ctr_mse=0.030282 | Val conf=0.422
[Epoch 0287] beta=0.001 gamma=0.001 | Train total=-0.0071 | Val total=-0.0076 | Val ctr_nll=-11.2537 | Val ctr_mse=0.034429 | Val conf=0.421
[Epoch 0288] beta=0.001 gamma=0.001 | Train total=-0.0066 | Val total=-0.0086 | Val ctr_nll=-12.3780 | Val ctr_mse=0.032838 | Val conf=0.429
[Epoch 0289] beta=0.001 gamma=0.001 | Train total=-0.0063 | Val total=-0.0080 | Val ctr_nll=-11.9126 | Val ctr_mse=0.033788 | Val conf=0.425
[Epoch 0290] beta=0.001 gamma=0.001 | Train total=-0.0067 | Val total=-0.0069 | Val ctr_nll=-10.9596 | Val ctr_mse=0.033048 | Val conf=0.445
[Epoch 0291] beta=0.001 gamma=0.001 | Train total=-0.0073 | Val total=-0.0080 | Val ctr_nll=-11.5711 | Val ctr_mse=0.033143 | Val conf=0.451
[Epoch 0292] beta=0.001 gamma=0.001 | Train total=-0.0077 | Val total=-0.0082 | Val ctr_nll=-11.8749 | Val ctr_mse=0.031823 | Val conf=0.424
[Epoch 0293] beta=0.001 gamma=0.001 | Train total=-0.0072 | Val total=-0.0085 | Val ctr_nll=-12.0862 | Val ctr_mse=0.030701 | Val conf=0.427
[Epoch 0294] beta=0.001 gamma=0.001 | Train total=-0.0082 | Val total=-0.0068 | Val ctr_nll=-10.6580 | Val ctr_mse=0.033418 | Val conf=0.461
[Epoch 0295] beta=0.001 gamma=0.001 | Train total=-0.0073 | Val total=-0.0075 | Val ctr_nll=-11.0668 | Val ctr_mse=0.034411 | Val conf=0.407
[Epoch 0296] beta=0.001 gamma=0.001 | Train total=-0.0080 | Val total=-0.0078 | Val ctr_nll=-11.7511 | Val ctr_mse=0.031306 | Val conf=0.448
[Epoch 0297] beta=0.001 gamma=0.001 | Train total=-0.0082 | Val total=-0.0085 | Val ctr_nll=-12.1959 | Val ctr_mse=0.033376 | Val conf=0.417
[Epoch 0298] beta=0.001 gamma=0.001 | Train total=-0.0081 | Val total=-0.0080 | Val ctr_nll=-11.4141 | Val ctr_mse=0.032469 | Val conf=0.426
[Epoch 0299] beta=0.001 gamma=0.001 | Train total=-0.0082 | Val total=-0.0085 | Val ctr_nll=-12.1878 | Val ctr_mse=0.031067 | Val conf=0.432
[Epoch 0300] beta=0.001 gamma=0.001 | Train total=-0.0080 | Val total=-0.0070 | Val ctr_nll=-10.6635 | Val ctr_mse=0.035234 | Val conf=0.420
[Epoch 0301] beta=0.001 gamma=0.001 | Train total=-0.0078 | Val total=-0.0072 | Val ctr_nll=-10.7542 | Val ctr_mse=0.036093 | Val conf=0.397
[Epoch 0302] beta=0.001 gamma=0.001 | Train total=-0.0069 | Val total=-0.0058 | Val ctr_nll=-9.3321 | Val ctr_mse=0.036169 | Val conf=0.400
[Epoch 0303] beta=0.001 gamma=0.001 | Train total=-0.0053 | Val total=-0.0088 | Val ctr_nll=-12.4301 | Val ctr_mse=0.034958 | Val conf=0.449
[Epoch 0304] beta=0.001 gamma=0.001 | Train total=-0.0077 | Val total=-0.0069 | Val ctr_nll=-11.0326 | Val ctr_mse=0.033968 | Val conf=0.436
[Epoch 0305] beta=0.001 gamma=0.001 | Train total=-0.0078 | Val total=-0.0082 | Val ctr_nll=-11.7009 | Val ctr_mse=0.031535 | Val conf=0.411
[Epoch 0306] beta=0.001 gamma=0.001 | Train total=-0.0083 | Val total=-0.0099 | Val ctr_nll=-13.7807 | Val ctr_mse=0.031015 | Val conf=0.447
[Epoch 0307] beta=0.001 gamma=0.001 | Train total=-0.0087 | Val total=-0.0098 | Val ctr_nll=-13.7428 | Val ctr_mse=0.031169 | Val conf=0.480
[Epoch 0308] beta=0.001 gamma=0.001 | Train total=-0.0082 | Val total=-0.0093 | Val ctr_nll=-13.1372 | Val ctr_mse=0.031742 | Val conf=0.445
[Epoch 0309] beta=0.001 gamma=0.001 | Train total=-0.0085 | Val total=-0.0090 | Val ctr_nll=-12.8491 | Val ctr_mse=0.032856 | Val conf=0.432
